"","study_code","area","date","Coho_104_AD_ret","Coho_104_UK_ret","Coho_104_UM_rel","Coho_104_AD_rel","Coho_104_UK_rel","Coho_104_UM_ret","source"
"1","190","05",2004-07-01,33.0136579833783,0,27.4229509287854,18.6594288163765,9.14098364292846,0,"CREEL"
"2","190","05",2004-07-02,18.8316419360361,0,76.6176212322892,0,0,0,"CREEL"
"3","190","05",2004-07-03,320.215403580475,0,462.544977090825,70.0936888821826,70.0936888821826,5.84114074018188,"CREEL"
"4","190","05",2004-07-04,979.782139380897,0,1640.40600379355,0,22.469782352171,0,"CREEL"
"5","190","05",2004-07-05,348.601465019495,0,1034.40041922664,20.6930048042573,8.67821798943855,2.00508033867815,"CREEL"
"6","190","05",2004-07-06,111.962717374357,0,373.320466475048,47.5796966251037,1.95741564181882,0,"CREEL"
"7","190","05",2004-07-07,111.962717374357,0,373.320466475048,47.5796966251037,1.95741564181882,0,"CREEL"
"8","190","05",2004-07-08,111.962717374357,0,373.320466475048,47.5796966251037,1.95741564181882,0,"CREEL"
"9","190","05",2004-07-09,365.478402460673,0,984.078100903846,19.0594470103454,3.14017425143979,3.97981818972641,"CREEL"
"10","190","05",2004-07-10,241.798990209261,0,745.019592358667,11.1275045253574,6.46612950454054,0,"CREEL"
"11","190","05",2004-07-11,561.692284956972,0,1638.25463183468,11.888656675161,4.75546267006438,0,"CREEL"
"12","190","05",2004-07-12,10.0018655179035,0,69.4202343030829,2.96623754272651,0,0,"CREEL"
"13","190","05",2004-07-13,10.0018655179035,0,69.4202343030829,2.96623754272651,0,0,"CREEL"
"14","190","05",2004-07-14,10.0018655179035,0,69.4202343030829,2.96623754272651,0,0,"CREEL"
"15","190","05",2004-07-15,10.0018655179035,0,69.4202343030829,2.96623754272651,0,0,"CREEL"
"16","190","05",2004-07-16,59.4127440328064,0,140.656040797729,16.2104377694438,2.02630472118047,0,"CREEL"
"17","190","05",2004-07-17,247.166175890637,0,622.439132415626,15.6631828399136,10.4421218932758,2.61053047331894,"CREEL"
"18","190","05",2004-07-18,131.670288240171,0,406.660274898501,11.9428407073083,0,0,"CREEL"
"19","190","05",2004-07-19,146.946695739265,0,445.335640036271,21.3330963018234,0,0,"CREEL"
"20","190","05",2004-07-20,146.946695739265,0,445.335640036271,21.3330963018234,0,0,"CREEL"
"21","190","05",2004-07-21,146.946695739265,0,445.335640036271,21.3330963018234,0,0,"CREEL"
"22","190","05",2004-07-22,146.946695739265,0,445.335640036271,21.3330963018234,0,0,"CREEL"
"23","190","05",2004-07-23,124.651493859102,0,295.653825813514,12.7766084677898,2.62063003187983,0,"CREEL"
"24","190","05",2004-07-24,223.719153849043,0,755.146681255872,2.65096431339396,0,0,"CREEL"
"25","190","05",2004-07-25,168.452701845353,0,583.560445001684,1.96040438690708,1.96040438690708,5.88121316072125,"CREEL"
"26","190","05",2004-07-26,77.8122563047316,0,355.400844501607,8.9144758021865,34.7303218815083,0,"CREEL"
"27","190","05",2004-07-27,77.8122563047316,0,355.400844501607,8.9144758021865,34.7303218815083,0,"CREEL"
"28","190","05",2004-07-28,77.8122563047316,0,355.400844501607,8.9144758021865,34.7303218815083,0,"CREEL"
"29","190","05",2004-07-29,77.8122563047316,0,355.400844501607,8.9144758021865,34.7303218815083,0,"CREEL"
"30","190","05",2004-07-30,101.360057349417,0,750.544776509854,6.51633138654553,13.0326627730911,0,"CREEL"
"31","190","05",2004-07-31,172.490397962302,0,871.417348223682,0,0,0,"CREEL"
"32","190","05",2004-08-01,316.288253016619,0,865.061674403435,13.166926458879,9.99464899628938,5.6429684823767,"CREEL"
"33","190","05",2004-08-02,190.914089449327,0,422.292367619094,30.8454046391454,12.124589337187,0,"CREEL"
"34","190","05",2004-08-03,190.914089449327,0,422.292367619094,30.8454046391454,12.124589337187,0,"CREEL"
"35","190","05",2004-08-04,190.914089449327,0,422.292367619094,30.8454046391454,12.124589337187,0,"CREEL"
"36","190","05",2004-08-05,190.914089449327,0,422.292367619094,30.8454046391454,12.124589337187,0,"CREEL"
"37","190","05",2004-08-06,262.495357794107,0,1565.52708335941,85.3665151951396,12.8510863804981,0,"CREEL"
"38","190","05",2004-08-07,1445.09401608625,0,3665.32076087549,97.8691254267379,19.2888274084067,10.6673715204048,"CREEL"
"39","190","05",2004-08-08,1202.04852250317,0,2580.84437417363,37.4429823236001,31.3720003188443,0,"CREEL"
"40","190","05",2004-08-09,180.865410987195,0,479.367374081902,6.89860677862517,8.65266982143817,0,"CREEL"
"41","190","05",2004-08-10,180.865410987195,0,479.367374081902,6.89860677862517,8.65266982143817,0,"CREEL"
"42","190","05",2004-08-11,180.865410987195,0,479.367374081902,6.89860677862517,8.65266982143817,0,"CREEL"
"43","190","05",2004-08-12,180.865410987195,0,479.367374081902,6.89860677862517,8.65266982143817,0,"CREEL"
"44","190","05",2004-08-13,221.768707482993,0,557.596371882086,10.8843537414966,0,0,"CREEL"
"45","190","05",2004-08-14,543.89202090833,0,1116.77367612573,72.9633623010949,7.50224010248755,0,"CREEL"
"46","190","05",2004-08-15,355.002923493919,0,1241.00320615999,8.3869276868257,83.8692768682569,0,"CREEL"
"47","190","05",2004-08-16,212.153089553323,0,625.387052436509,18.146952998404,38.6851868691048,0,"CREEL"
"48","190","05",2004-08-17,212.153089553323,0,625.387052436509,18.146952998404,38.6851868691048,0,"CREEL"
"49","190","05",2004-08-18,212.153089553323,0,625.387052436509,18.146952998404,38.6851868691048,0,"CREEL"
"50","190","05",2004-08-19,212.153089553323,0,625.387052436509,18.146952998404,38.6851868691048,0,"CREEL"
"51","190","05",2004-08-20,194.324433041594,0,669.898586061024,64.7334083984907,48.8148211160761,0,"CREEL"
"52","190","05",2004-08-22,914.444828361045,0,1670.54862209929,267.258847501695,753.400325089322,0,"CREEL"
"53","190","05",2004-08-23,438.939160101633,0,953.184242548447,74.381782879877,333.719825374342,0,"CREEL"
"54","190","05",2004-08-24,438.939160101633,0,953.184242548447,74.381782879877,333.719825374342,0,"CREEL"
"55","190","05",2004-08-25,438.939160101633,0,953.184242548447,74.381782879877,333.719825374342,0,"CREEL"
"56","190","05",2004-08-26,438.939160101633,0,953.184242548447,74.381782879877,333.719825374342,0,"CREEL"
"57","190","05",2004-08-27,473.824483424994,0,937.259716274954,84.4653915665231,216.510040935946,0,"CREEL"
"58","190","05",2004-08-28,754.452322386983,0,2048.65552280173,63.4330664561104,360.850569404436,0,"CREEL"
"59","190","05",2004-08-29,906.05579470358,0,1684.67338565013,6.06306516600702,281.932530219326,0,"CREEL"
"60","190","05",2004-08-30,438.480327042471,0,993.559225119775,105.164017257086,489.964035475116,0,"CREEL"
"61","190","05",2004-08-31,438.480327042471,0,993.559225119775,105.164017257086,489.964035475116,0,"CREEL"
"62","190","05",2004-09-01,438.480327042471,0,993.559225119775,105.164017257086,489.964035475116,0,"CREEL"
"63","190","05",2004-09-02,438.480327042471,0,993.559225119775,105.164017257086,489.964035475116,0,"CREEL"
"64","190","05",2004-09-03,926.225975608746,0,2155.75160245694,103.999875763137,538.444131715657,0,"CREEL"
"65","190","05",2004-09-04,1844.35588307995,0,4909.0081385875,58.5645050888553,386.914361488604,10.1646098133328,"CREEL"
"66","190","05",2004-09-05,2268.64065067195,0,5451.10539734506,138.759724108558,375.491584222734,5.2438258635487,"CREEL"
"67","190","05",2004-09-06,623.231280860834,0,1809.00960733148,11.4794662818764,63.0021683205737,3.49637334476113,"CREEL"
"68","190","05",2004-09-07,623.231280860834,0,1809.00960733148,11.4794662818764,63.0021683205737,3.49637334476113,"CREEL"
"69","190","05",2004-09-08,623.231280860834,0,1809.00960733148,11.4794662818764,63.0021683205737,3.49637334476113,"CREEL"
"70","190","05",2004-09-09,623.231280860834,0,1809.00960733148,11.4794662818764,63.0021683205737,3.49637334476113,"CREEL"
"71","190","05",2004-09-10,1113.96592316032,0,3239.4413331366,134.198298296372,744.190300845292,2.93671108031879,"CREEL"
"72","190","05",2004-09-11,738.563861193013,0,2453.50846178216,35.422260917184,1345.70574262025,0,"CREEL"
"73","190","05",2004-09-12,1128.82036241423,0,2837.77527992193,76.5267306282356,545.817944688169,0,"CREEL"
"74","190","05",2004-09-13,285.29453491585,0,842.597799260643,34.4141051214991,518.894950751188,1.19921760830135,"CREEL"
"75","190","05",2004-09-14,285.29453491585,0,842.597799260643,34.4141051214991,518.894950751188,1.19921760830135,"CREEL"
"76","190","05",2004-09-15,285.29453491585,0,842.597799260643,34.4141051214991,518.894950751188,1.19921760830135,"CREEL"
"77","190","05",2004-09-16,285.29453491585,0,842.597799260643,34.4141051214991,518.894950751188,1.19921760830135,"CREEL"
"78","190","05",2004-09-17,1264.73320523042,0,2911.81034068511,20.2273523372742,179.170603033318,3.63095736946712,"CREEL"
"79","190","05",2004-09-18,1962.64455903822,0,5128.13319915931,90.4391514353654,260.216529563594,0,"CREEL"
"80","190","05",2004-09-19,1182.69607603395,0,3952.69446350997,17.7401671990426,804.95632844009,2.88041357682462,"CREEL"
"81","190","05",2004-09-20,587.752772393537,0,1885.09616288235,16.7054024019913,265.149984598959,7.41734148193858,"CREEL"
"82","190","05",2004-09-21,587.752772393537,0,1885.09616288235,16.7054024019913,265.149984598959,7.41734148193858,"CREEL"
